abstract_en	authors	id	journal	journal_en	keywords_en	response_url	title	title_en
"[Objective]To investigate the epidemical characteristics and analyze the incidence trend of novel coronavirus(2019-nCoV)-infected pneumonia in Shanghai.[Methods]The epidemical data on novel coronavirus(2019-nCoV)-infected pneumonia in Shanghaifrom January 20 to February 3,2020 were collected for epidemiological descriptive analysis.[Results]The number of cumulativeconfirmed and suspected cases increased first and then decreased from January 20 to February 3,with the peak date being January 30 andJanuary 29 respectively. The day-on-day growth rate of the suspected cases and the cumulative confirmed cases declined after January 27.Among the confirmed cases,the proportion of the exposure history of relevant confirmed cases was on the rise. The total number ofconfirmed cases of the resident population exceeded that of the population from other places to Shanghai,and Pudong new area had thelargest number of confirmed cases.[Conclusion]The incidence of novel coronavirus(2019-nCoV)-infected pneumonia showed a slowdowntrend in shanghai,but it also faces the pressure of the peak of population returning to city,which should be paid enough attention to."	王英鉴;张娜;吕涵路;周艺彪	249	上海预防医学	Shanghai Journal of Preventive Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/31.1635.R.20200207.1624.001.html	上海市新型冠状病毒肺炎发病趋势初步分析	Preliminary analysis on the incidence trend of novel coronavirus(2019-nCoV)-infected pneumonia in Shanghai
N/A	史振宇;符伟国	951	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.R.20200225.1444.004.html	新型冠状病毒肺炎相关孤立性远端深静脉血栓的诊疗方案	Diagnosis and treatment recommendation for novel coronavirus pneumonia related isolated distal deep vein thrombosis
N/A	刘韬韬;沈锡中	950	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.r.20200225.1428.002.html	消化科对新型冠状病毒防控管理的建议	Suggestions on the management of prevention and control of novel coronavirus in digestive departments
"【Objective】To investigate the epidemical characteristics and analyze the incidence trend of novel coronavirus (SARS-CoV-2) -infected pneumonia in China.【Methods】Thedaily new confirmed cases ofnovel coronavirus (SARS-CoV-2) -infected pneumonia in China from January 25 to February 8,2020 were collected for epidemiological descriptive analysis. 【Results】During the period from January 25 to February 8, 2020, the number ofdaily new confirmed cases fell for five consecutive days, from 890 cases on February 3 to 509 cases on February 8.【Conclusion】The incidence of pneumonia infected by the new coronavirus slowed down in 30 provinces (autonomous regions and municipalities directly under the central government) except Hubei and Xinjiang production and construction corps , but the overall situation is still not optimistic. It is imperative to pay close attention to the origin and destination of migrant workers and the incidence of disease in various areas, and take targeted measures to strengthen prevention and control of the disease."	陈一凡;曹广文	645	上海预防医学	Shanghai Journal of Preventive Medicine	novel coronavirus(SARS-CoV-2)-infected pneumonia; China; The prevention and control;	http://new.oversea.cnki.net/kcms/detail/31.1635.R.20200219.1330.001.html	全国新型冠状病毒肺炎发病趋势初步分析	Incidence trend of novel coronavirus (SARS-CoV-2) -infected pneumonia in China
N/A	应豪;蒋湘;刘江勤;古航;程蔚蔚	980	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.R.20200224.2104.002.html	"新型冠状病毒感染疫情下,产科的应对策略"	The strategies on obstetrics during prevalence of novel coronavirus infection
N/A	王一梅;沈波;张咏梅;邹建洲;丁小强	677	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.r.20200218.1412.002.html	新型冠状病毒感染期间连续性肾脏替代疗法的传染防控和临床治疗策略	Novel coronavirus prevention and treatment strategy of continuous renal replacement therapy
"Objective: To investigate the general features and distribution of Chinese medical syndrome of 2019-nCoV-infected pneumonia patients in Shanghai.Methods: Fifty 2019-nCoV-infected pneumonia patients from Shanghai Public Health Clinical Center were enrolled in this analysis. The epidemiological data, blood routine, chest CT, syndrome characteristics, tongue image and pulse information were collected on the first day of admission, and analyzed and differentiated according toChinese Medical Diagnosis and Treatment Plan for Shanghai 2019-nCoV-Infected Pneumonia(Trial).Results: The average age of 2019-nCoV-infected pneumonia patients was about 50 years old, most of them were male, the ratio of male to female was 1.27 ∶ 1, 74% of them had the history of visiting or living in Wuhan/Hubei, 20% of them had the history of close contact with the confirmed patients. The chest CT mainly showed multi lobed lesions, no abnormality in white blood cells was found, and the low level of lymphoid cells and high level of C-reactive protein were also identified. More than half of the patients showed fever(84%), cough(62%), fatigue(62%), poor appetite(58%), dry mouth(56%), diarrhea(56%) and spontaneous sweating(54%). The main tongue features were light red tongue or red tongue, with greasy coat(68%) and white coat(74%). The main Chinese medical syndrome was dampness-toxicity stagnation in lung( 82%), a small number of patients presented with syndrome of heat-toxicity blocking lung(18%). The average age of patients with syndrome of dampnesstoxicity stagnation in lung was significantly lower than that of patients with syndrome of heat-toxicity blocking lung(P = 0.002). The proportion of male patients with syndrome of dampness-toxicity stagnation in lung was obviously higher than that with syndrome of heattoxicity blocking lung(P = 0. 024).Conclusion: The main Chinese medical syndrome of 2019-nCoV-infected pneumonia patients is dampness-toxicity stagnation in lung, which is in line with characteristics of dampness epidemic in traditional Chinese medicine."	陆云飞;杨宗国;王梅;时佳;王振伟;吕莹;汤伯宗;叶晨;徐庆年;殷科珊;陈晓蓉	242	上海中医药大学学报	Academic Journal of Shanghai University of Traditional Chinese Medicine	2019-nCoV; pneumonia; Chinese medical syndrome; dampness-toxicity stagnation in lung; heat-toxicity blocking lung; dampness epidemic;	http://new.oversea.cnki.net/kcms/detail/31.1788.R.20200208.1112.002.html	50例新型冠状病毒感染的肺炎患者中医临床特征分析	Analysis on Chinese medical clinical characteristics of 50 patients with 2019-nCoV-infected pneumonia
"Novel coronavirus pneumonia(NCP) is a new outbreak infectious disease. There is no effective intervention for the severe patients, and their prognosis is poor. In the sixth edition ofNovel Coronavirus Pneumonia Diagnosis and Treatment Programissued by the State, the treatment on severe and critical cases is emphasized and the application of traditional Chinese medicine( TCM) therapy is specially mentioned. Relevant diagnosis and treatment programs and suggestions are also issued in many provinces, cities and autonomous regions, mostly referring to TCM prevention and treatment on severe cases. Through the analysis on the syndrome differentiation and treatment and medication rules of TCM in preventing and treating severe cases of NCP, which published in different versions ofNovel Coronavirus Pneumonia Diagnosis and Treatment Program, it is proposed that the treatment for severe and critical NCP cases should be performed under the guidance of Chinese medical theory, which focuses on the integration of TCM and modern western medicine,emphasizes the Chinese medical concept of “prevention of disease progress”, and takes advantage of TCM comprehensive treatment. It is necessary to establish the standard of Chinese medical syndrome, diagnosis and efficacy evaluation as soon as possible, so as to better play the role of TCM in prevention and treatment."	邹璐;喻晓;吴雨沁;孙鼎;吴银根;方泓	1031	上海中医药大学学报	Academic Journal of Shanghai University of Traditional Chinese Medicine	novel coronavirus pneumonia(NCP); severe cases; therapy of Chinese medicine; diagnosis and treatment program;	http://new.oversea.cnki.net/kcms/detail/31.1788.R.20200223.1704.001.html	中医药防治重症新型冠状病毒肺炎的分析和思考	Analysis and thinking on traditional Chinese medicine in preventing and treating severe cases of novel coronavirus pneumonia
"The pneumonia of unknown origin occurred in Wuhcan in December 2019 was finally confirmed to be a novel coronavirus infection,provisionally devsignated as 2019 novel coronavirus(2019-nCoV).Coronaviruses are a large family of viruses that cause diseases in mammals,birds,and humans,including severe acute respiratory syndrome(SARS),Middle East respiratory syndrome(MERS),etc.In the past two decades,global researches have been accomplished to identify the mechanisms how coronaviruses transmitted between species from animals to humans,as well as the pathologic mechanisms.In this paper,we applied the bibliometric methods,citation analysis,and knowledge mapping methods,to explore the research status and trends in coronavirus,and to reveal the conceptual knowledge venation in coronavirus literatures,in oder to provide references for future coronavirus research."	陈大明;赵晓勤;缪有刚;毛开云;熊燕	238	中国临床医学	Chinese journal of Clinical Medicine	coronavirus; SARS; MERS; novel coronavirus pneumonia(NCP); bibliometrics; citation analysis; knowledge mapping;	http://new.oversea.cnki.net/kcms/detail/31.1794.R.20200210.0923.002.html	全球冠状病毒研究态势分析及其启示	Analysis of the global coronavirus related research status and its enlightenment for the present and future
N/A	王嵇;傅小芳;华佳;路青;华小兰;许建荣;周滟	613	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.R.20200217.1345.002.html	2019新型冠状病毒感染背景下放射科防控管理经验总结	Summary of experience in prevention and control management of radiology department under the background of 2019-nCoV infection
"Objective:To summarize the imaging fecatures of chest CT in patients with novel coronavirus pneumonia(NCP),and to explore its value in clinical diagnosis and treatment of NCP.Methods:The complete imaging data of 30 patients with NCP diagnosed in our hospital were analyzed retrospectively,focusing on the distribution,shape,density,location and stage of abnormal shadow in the chest CT.Results:Chest CT scan showed that 28 patients had different degrees of abnormal pulmonary shadow.Distribution of lesions:unilateral lobe(middle lobe of right lung) lesions in 2 cases(7.14%),single lung multi-lobar lesions in 1 case(3.57%),bilateral pulmonary multi-lobular lesions in 20 cases(71.43%),bilateral lower lung lesions in 2 cases(7.14%),double middle and lower lung lesions in 3 cases(10.72%).Locations of lesions:15 cases(53.47%) were far from hilum of lung and located in the peripheral area,13 cases(46.43%) involved both the periphery and the center areas.Morphology of lesions:lesions were patchy and partially fused in 12 cases(42.85%),spherical lesions in 11 cases(39.29%),while the other 5 cases(17.86%) showed both.Density of lesions:the lesion density showed ground glass changes in 11 cases(39.29%),consolidation in 11 cases(39.29%),and both in the remaining 6 cases(21.42%).Stages of lesions:11 cases(39.29%) was early,13 cases(46.43%) were progressive,4 cases(14.28%) were severe.Conclusions:NCP patients have characteristic chest CT findings.CT scan and imaging staging are helpful to the early diagnosis and dynamic evaluation of disease condition,and can be used in clinical treatment practice."	汪锴;康嗣如;田荣华;王艳;张小舟;李红梅	661	中国临床医学	Chinese journal of Clinical Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/31.1794.R.20200217.1344.004.html	新型冠状病毒肺炎胸部CT影像学特征分析	CT characteristic appearances of patients with novel coronavirus pneumonia
N/A	扶琼;吕良敬	308	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.R.20200210.1355.003.html	"疫情之下,风湿免疫病合并呼吸道感染的应对策略"	N/A
N/A	郑颖彦;马昕;王慧英;王东东;耿道颖;尹波	237	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.r.20200209.1042.002.html	新型冠状病毒肺炎的CT征象	Computed tomography features of patients with novel coronavirus pneumonia
"The clinical significance of treating the lung and intestine together in severe coronavirus disease 2019( COVID-19) was explored from the perspective of “lung and large intestine forming an exterior and interior relationship”.According to the onset characteristics and clinical symptoms of COVID-19,gastrointestinal symptoms were another major manifestation besides respiratory symptoms.The effect of simultaneous treatment of both the lung and intestine was especially significant in severe cases.Furthermore,the rationality and feasibility of simultaneous treatment of the lung and intestine for severe COVID-19 was expounded from the aspects of traditional Chinese medicine theory and modern medicine mechanism research.Representative TCM prescriptions for treating both the lung and intestines were recommended: Chenqi decoctions(including Da Chenqi decoction,Xiao Chenqi decoction,Tiaowei Chenqi decoction,Xuanbai Chenqi decoction),Liangge powder,and Shengjiang powder,etc.,which could be used in the treatment of severe COVID-19."	唐凌;李少滨;袁敏;张天嵩;徐诚;吴银根;方泓	969	上海中医药杂志	Shanghai Journal of Traditional Chinese Medicine	lung and intestine form an external-internal relationship; simultaneous treatment of the lung and intestine; COVID-19; severe cases; traditional Chinese medicine therapy;	http://new.oversea.cnki.net/kcms/detail/31.1276.R.20200224.1503.001.html	“肺与大肠相表里”理论在重型新型冠状病毒肺炎治疗中的应用探讨	Discussion on the application of the theory of “lung and intestine forming an exterior and interior relationship” in the treatment of severe corona virus disease 2019
N/A	马宇航;彭永德	474	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.R.20200215.0851.002.html	新型冠状病毒肺炎疫情期间糖尿病管理策略思考	Deliberation on management strategies for diabetes during pandemic of novel coronavirus pneumonia
N/A	于布为	652	上海医学	Shanghai Medical Journal	N/A	http://new.oversea.cnki.net/kcms/detail/31.1366.R.20200217.1626.004.html	新型冠状病毒肺炎的防治——来自麻醉科医师的建议	Prevention and treatment of the corona virus disease 2019 pneumonia ——suggestion from the anesthesiologist
"The clinical foundation of traditional Chinese medicine(TCM) was laid in the process of dealing with febrile diseases(epidemic diseases).The opposition between epidemic diseases and Shanghan(cold-evil induced diseases) in history was to explore more effective clinical treatment methods.Although the diagnosis and treatment of epidemic diseases are special, the principles and rules of the six-channel pattern identification and treatment are still the basics. Mastering the methods of the six-channel pattern identification and treatment is helpful for the understanding and application of TCM treatment guiding program of coronavirus disease 2019."	张再良	1029	上海中医药杂志	Shanghai Journal of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/31.1276.R.20200222.2059.001.html	疫病临床与伤寒六经——兼析新型冠状病毒肺炎中医治疗中的六经辨证	Epidemic disease and six-channel of Shanghan——analysis on six-channel pattern identification in traditional Chinese medicine treatment of coronavirus disease 2019
"To interpret the differences and changes between the “TCM Diagnosis and Treatment Program for Novel Coronavirus Pneumonia in Shanghai(Trial)” and the "" Diagnosis and Treatment Program for Novel Coronavirus Pneumonia(Trail,Fifth Edition) "" issued by the National Health Commission.①In the Shanghai program,the recovery period was listed separately,and the emphasis of TCM intervention after the improvement of clinical symptoms of new coronavirus pneumonia was emphasized,i.e.,prevention in the period from initial recovery to complete recovery.②Acording to the Shanghai program,the stages of TCM patterns in the clinical treatment period were adjusted,which were expressed as damp toxin stagnating the lung pattern,heat toxin blocking the lung pattern,internal blocking causing collapse pattern;Based on the clinical characteristics of patients in Shanghai,the pathological factors of "" heat"" and "" toxin"" were highlighted.③In the clinical treatment period,the prescription for damp toxin stagnating the lung pattern was modified based on pattern identification in the Shanghai program,i.e., ""for patients with nausea and vomiting,add 3g of Huanglian(coptis rhizoma) and 6g of Suye(perillae folium) "",taking the effect of Suye Huanglian decoction.④In the clinical treatment period,9g Jianghuang(curcuma longa) and 9g Jiangcan(bombyx batryticatus) were added to the prescription for the heat toxin blocking the lung pattern to achieve the effect of Shengjiang powder.⑤For the treatment of heat toxin blocking the lung pattern,Tanreqing injection was added to the Chinese patent medicine recommended as it met the core pathogenesis of "" damp,heat and toxin"" of the new coronavirus pneumonia.⑥In the recovery period,the pattern of dual deficiency of qi and yin was added due to the characteristics of tiredness,lack of tongue fluid,and virus carrying in respiratory tract and feces in patients after abatement of fever,and Shashen Maidong decoction was used as the main formula,supplemented by Zhuye Shigao decoction,Xiebai powder,Shengjiang powder and other prescriptions."	张炜;吴银根;张惠勇;陈伟;石克华;王振伟	303	上海中医药杂志	Shanghai Journal of Traditional Chinese Medicine	novel coronavirus pneumonia; TCM diagnosis and treatment program; Shanghai area; epidemic pathogen of heat toxin; prevention after initial recovery; dual deficiency of qi and yin;	http://new.oversea.cnki.net/kcms/detail/31.1276.R.20200211.0906.001.html	《上海市新型冠状病毒感染的肺炎中医诊疗方案(试行)》解读	Interpretation of the“TCM Diagnosis and Treatment Program for Novel Coronavirus Pneumonia in Shanghai(Trial)”
"The outbreak of novel coronavirus pneumonia has posed a major test on China’s medical and healthcare system. The Fourth Session of the Nineteenth Central Committee of CPC puts forward the construction of ""strengthen the system guarantee to improve people’s health level"", which reflects the party’s firm determination to improve people’s health level and livelihood & well-being, and also has important guiding significance for us to deal with the major public health emergencies. The following factors provide favorable conditions and institutional advantages for the fighting against the major epidemics: the improvement of China’s economy, the implementation of innovative development strategy, the improvement of people’s health level and medical insurance system, and the institutional advantages of encouraging initiative from all sectors with concentrated efforts for big and key projects, all for the purpose of achieving the fundamental goals for national development. The ”decision” prospectively put forward a series of medical and health system guarantee links: strengthening the public health and epidemic prevention, attaching importance to prevention, paying attention to the whole life cycle and health process, improving the health insurance for major diseases and related relief system, deepening the health system reform, etc. The effective prevention & control and fight against the major pneumonia epidemic show the significant advantages of the medical and healthcare system with Chinese characteristics constructed of these links."	周婷	627	防控新型冠状病毒肺炎彰显中国特色医疗卫生制度显著优势	Shanghai Journal of Economics	Epidemic Prevention and Control; Medical and Healthcare System with Chinese characteristics; Institutional Advantages; People’s Health;	http://new.oversea.cnki.net/kcms/detail/31.1163.f.20200220.1415.002.html	N/A	N/A
"The severe acute respiratory syndrome coronavirus 2(SARS-CoV-2) has been confirmed as the etiological pathogen of the corona virus disease 2019(COVID-19). SARS-CoV-2 is the seventh member of coronavirus family that can infect humans after the emergence of the severe acute respiratory syndrome coronavirus(SARS-CoV) and the Middle East respiratory syndrome coronavirus(MERS-CoV). SARS-CoV-2 is a single-stranded, positive-sense RNA virus. Due to its strong infectiousness and the lack of immunity in humans, the epidemic of the COVID-19 is still spreading. On January 30,2020(local time), the World Health Organization(WHO) defined the epidemics of SARS-CoV-2-infected pneumonia as a Public Health Emergency of International Concern(PHEIC). This paper reviews the etiology and pathogenicity of SARSCoV-2, and the detection and diagnosis, prevention and control, as well as the treatment of COVID-19."	戚中田	682	第二军医大学学报	Academic Journal of Second Military Medical University	severe acute respiratory syndrome coronavirus 2; corona virus disease 2019; etiology; diagnosis; prevention; treatment;	http://new.oversea.cnki.net/kcms/detail/31.1001.R.20200218.1255.001.html	严重急性呼吸综合征冠状病毒2与2019-冠状病毒病	Severe acute respiratory syndrome coronavirus 2 and corona virus disease 2019
"Novel coronavirus pneumonia(officially referred to as NCP) has broken out in Wuhan and spread rapidly to most provinces and cities in China since December 2019. It has caused serious damage to the lives of patients and Chinese society and economy. In order to prevent complications caused by long-term bed rest and lack of activity in patients with NCP, and to prevent the adverse effects on cardiopulmonary function and physical and mental state, as well as to promote the recovery of pulmonary function and improve the prognosis, the rehabilitation medical team from Shanghai University of Traditional Chinese Medicine, based on the existing NCP related diagnosis and treatment guidance, and under the proposal and guidance of experts from Shanghai Public Health Clinical Centre who are responsible for the diagnosis and treatment of NCP in the front line, put forward rehabilitation training guidance and suggestions for convalescent patients with mild and severe NCP. Patients with mild NCP are recommended the health Qigong Yangfei exercise while patients with severe NCP are recommended the bed rehabilitation training. It is hoped that this proposal will help the front line medical colleagues responsible for the diagnosis and treatment of NCP in China to give patients instructions according to their individual conditions and promote the early recovery of patients."	刘晓丹;刘莉;陆云飞;冯玲;赵斐然;吴绪波;齐唐凯;赵敬军;肖璐;徐曙天;刘杨;沈亚南;刘益杰;卢洪洲;单春雷	471	上海中医药杂志	Shanghai Journal of Traditional Chinese Medicine	novel coronavirus pneumonia; coronavirus disease 2019(COVID-19); integrated traditional Chinese and western medicine; rehabilitation training; functional recovery; Liuzijue; Baduanjin; Yijinjing;	http://new.oversea.cnki.net/kcms/detail/31.1276.R.20200216.1357.002.html	新型冠状病毒肺炎患者功能恢复的中西医结合康复训练指导建议	Guidance and suggestions on rehabilitation training of integrated traditional Chinese and western medicine for functional recovery of patients with novel coronavirus pneumonia
"In 2019,a human coronavirus has caused the pneumonia outbreak in Wuhan(a city of China).This virus was predicted as a new coronavirus,named the 2019 novel coronavirus(2019-nCoV),as it caused clinical symptoms different from Severe Acute Respiratory Syndrome(SARS)during the 2003outbreak.Currently,most of the researchers simply use the complete genome or specific structural gene sequences to investigate coronavirus(e.g.phylogenetic analysis)without considering the functions of the products from coronavirus genes.To overcome this shortcoming,we proposed the joint analysis of the molecular function and phylogeny,and applied it in our previous study of genomes of Betacoronavirus subgroup B(BB coronavirus).In that study,we identified a 22-bp complemented palindrome from a highly conserved Coding Sequence(CDS).Both the 22-bp complemented palindrome(named Nankai complemented palindrome)and the CDS(named Nankai CDS),evolutionary conserved in BB coronavirus genomes,were identified as genomic features associated to the molecular functions of BB coronavirus.In the present study,we used these two genomic features to trace the origin of 2019-nCoV(GenBank:MN908947)and conduct a preliminary study of the mechanisms in the cross-species infection and host adaption of BB coronavirus.Our analytical results show that 2019-nCoV with large differences from the SARS coronavirus,may originate from BB coronavirus in Chinese horseshoe bats(Rhinolophus sinicus).The most important finding is that the alternative translation of Nankai CDS can produce more than 17putative proteins,which may be responsible for the host adaption.The genotyping of 13 viruses using the17 putative proteins revealed the high mutation rate and diversity of BB coronavirus.Our study,for the first time,aimed to explain the reason for the high host adaptability of the multi-host BB coronavirus at the molecular level using large amounts of genomic data.The findings in the present study laid foundations for the rapid detection,genotyping,vaccine development and drug design of,but not limited to BB coronavirus."	陈嘉源;施劲松;丘栋安;刘畅;李鑫;赵强;阮吉寿;高山	185	生物信息学	Chinese Journal of Bioinformatics	Coronavirus; SARS; Alternative translation; 2019-nCoV; Cross-species infection;	http://new.oversea.cnki.net/kcms/detail/23.1513.Q.20200120.0839.002.html	2019新型冠状病毒基因组的生物信息学分析	Bioinformatics analysis of the 2019 novel coronavirus genome
"The epidemic caused by COVID-19 has now entered a critical stage. Since different degrees of outbreaks have occurred in various parts of China, epidemics have also emerged overseas, which has aroused the concern of the international community. However, at present, we are still lack of effective treatment, and now we mainly focus on symptomatic treatment. As a classical theory of traditional Chinese medicine, ""exterior and interior relationship between Lung and Large Intestine"" coincides with the understanding of the relationship between intestinal microorganisms and respiratory diseases in modern medicine, and it has important guiding significance for lung diseases. Therefore, exploring the internal relationship between the theory of ""exterior and interior of lung and large intestine"" and COVID-19 and emphasizing the importance of maintaining intestinal microbial homeostasis to the prevention and treatment of COVID-19 is helpful to fully expand the ideas and methods of TCM in the treatment of COVID-19."	夏衍婧;黄艳辉	1037	中医药信息	Information on Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/23.1194.R.20200224.1103.002.html	基于“肺与大肠相表里”浅谈新型冠状病毒肺炎（COVID-19）	A Brief Discussion on COVID-19 Based on the Theory of Exterior and Interior Relationship between Lung and Large Intestine
"From the perspective of time and space,the theory of five yun and six qi(five evolutive phases and six climatic factors)in Suwen records the climatic law of a sixty-year cycle,as well as the incidence law of diseases including epidemics.The COVID-19 belongs to the epidemic category,and its incidence is related to the abnormal climate and the rules of five yun and six qi.The rhythm and climate characteristics of five yun and six qi of COVID-19 were analyzed from the aspects of the climate change of five yun and six qi and epidemics,the abnormal climate of five yun and six qi and COVID-19,the trend analysis and prevention points of COVID-19 based on five yun and six qi.It is of great significance to further study of the climate law,the rhythm of five yun and six qi of the occurrence of severe epidemic infectious diseases,the disease nature,prevention and control of the seasonal infectious diseases."	苏颖	948	长春中医药大学学报	Journal of Changchun University of Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/22.1375.R.20200224.1621.006.html	新型冠状病毒肺炎与五运六气异常气候及其趋势的分析	Analysis of COVID-19 based on abnormal climate of five yun and six qi and its trend
"Objective:To analyze the process of diagnosis and treatment of the patient with novel coronavirus pneumonia（COVID-19）in pregnancy,and to provid the refercnce for the diagnosis and treatment of COVID-19 in pregnancy.Methods:The general materials,COVID-19 patient contact history,physical examination,auxilliary examination,diagnosis methods and treatment methods of a COVID-19 patient in pregnancy,who recovered and was discharged,with the gastrointestinal symptoms as the first manifestations were retrospectively analyzed;the quick and correct diagnosis and treatment methods for COVID-19 in pregnancy were explored.Results:The female patient,aged 38 years old,was hospitalized because of“menelipsis 30"	刘羽;任雪;孙越;杨晨曦;许茜	957	吉林大学学报(医学版)	Journal of Jilin University(Medicine Edition)	N/A	http://new.oversea.cnki.net/kcms/detail/22.1342.R.20200225.1049.002.html	以消化道症状为首发表现的妊娠期新型冠状病毒肺炎诊治体会	Diagnosis and treatment of novel coronavirus pneumonia in pregnancy with gastrointestinal symptoms as first manifestations
"For the case of Novel Coronavirus Pneumonia(NCP) in Jilin Province,the members of the traditional Chinese medicine treatment group of Jilin Province went deep into the clinical front line,they get the following understanding from collecting the four diagnosis information of the patients in the province,analyzing the characteristics of the disease,and combining the theory of five yun and six qi.This disease belongs to the category of cold and wet pulmonary pestilence disease.The qi of pestilence enters the body from the mouth and nose,and stays in Moyuan,or half-superficies and half-interior,damaging the viscera.The disease has the characteristics of “cold,wet,stasis and deficiency”.Clinical treatment according to exogenous stage,pneumonia stage,severe stage,critical stage,recovery stage.In the principle of treatment,we should grasp the principle of treating both manifestation and root cause,strengthening vital qi to eliminate pathogenic factor,reinforcement and elimination in combination.We must adhere to the concept of traditional Chinese medicien as a whole and treatment based on syndrome differentiation.The use of medicine based on the ancient prescription,treatment in accordance with patient’s individuality.In this way,most of them can get good therapeutic effect."	南征;王檀;仕丽;方雅堃;鲍鹏杰;祝志岳;刘世林	636	吉林中医药	Jilin Journal of Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/22.1119.R.20200217.1708.001.html	吉林省新型冠状病毒肺炎中医诊治思路与方法	Thoughts and Methods of Diagnosis and Treatment of TCM in the Treatment of Novel Coronavirus Pneumonia in Jilin Province
"Novel coronavirus pneumonia spreads rapidly and has a dangerous condition，which belongs to the category of plague of TCM. By reviewing the Yun-Qi analysis of SARS，we can find out the complexity and severity of the epidemic.According to the theory of ""climatic anomaly"" and ""the epidemic hiding three years""，combined with the actual clinical data，the outbreak and the disease location were speculated and verified as lung system. At the same time，according to the corresponding characteristics of five-Yun and six-Qi，the theory is further verified and revised by combining the actual climate change data of the National Meteorological Bureau，and the basic pathogenesis of the epidemic transmission is cold，heat and humidity cementation，and the accumulation of toxin leads to stasis and deficiency. According to this，we put forward the TCM diagnosis and treatment plan with the basic treatment methods of eliminating corruption with aromatic drugs，dissipating blood stasis and detoxicating，dredging lung Qi，lifting the spleen Qi and descending the stomach Qi so as to provide the theoretical and practical support for TCM to fight against epidemic diseases."	张维骏;刘润兰;张波	673	中华中医药学刊	Chinese Archives of Traditional Chinese Medicine	novel coronavirus pneumonia; five-Yun and six-Qi; Missing Chapters of Plain Questions; epidemic hiding three years;	http://new.oversea.cnki.net/kcms/detail/21.1546.R.20200220.0806.002.html	新型冠状病毒肺炎之五运六气解析	Five-Yun and Six-Qi Analysis for Novel Coronavirus Pneumonia
"It is concluded that novel coronavirus(2019-nCoV) pneumonia(NCP) belongs to the plague in TCM based on the clinical manifestations,combined with the analysis of the ""three states"" of time, space and human world as well as the ""three states"" of large ecology, small ecology and micro ecology. As the disease wind-cold-dampness and so it can be called wind-cold-dampness plague. According to BAI Changchuan’s guidance of the theory about exogenous febrile diseases, namely ""three classes of Zang-fu position, two changes of Qi-blood quality, four periods of deficiency and excessive conditions"", it can be divided into prodromal stage,progressive stage, critical stage and recovery stage. The therapeutic principle is to dispel pathogenic first. The basic pathogenesis of the prodromal stage is the spleen and lung attacked by wind-cold- dampness. It is advisable to strengthen the spleen and promote lung to dispel pathogenic factors. Modified Jianzhengqi Powder can be recommended. The pathogenesis of the progressive stage is heat and blocking of Qi movement, Xuanbai Chengqi Decoction and Shengjiang Powder could be recommended. The pathogenesis of the critical stage is the blocking of Qi movement and decline of Yang Qi. Different treatments of cold blocking and heat blocking are respectively to make Yang recover and open the orifices to induce resuscitation. Sini Jia Renshen Decoction could be recommended to treat cold blocking syndrome. For heat blocking syndrome，three classical formulae in Wenbing Tiaobian can be recommended. Based on the theories of five Yun and six Qi and latent Qi，it is easier to develop lung heat syndrome, so we should pay attention to the fixation of body fluid. The pathogenesis of the recovery stage is Qi deficiency and the treatment is mainly to strengthen the spleen and invigorate the lung as well as to nourish Yin. Liujunzi Decoction，Shengmai Powder and Wuweizi Decoction can be recommended."	石岩;郜贺;赵亮;白长川	310	中华中医药学刊	Chinese Archives of Traditional Chinese Medicine	novel coronavirus(2019-nCoV); novel coronavirus pneumonia; wind-cold-dampness plague; heat in lung;	http://new.oversea.cnki.net/kcms/detail/21.1546.R.20200211.0907.002.html	新型冠状病毒（2019-nCoV）感染的肺炎与风寒湿疫	Preliminary Discussion on Novel Coronavirus(2019-nCoV) Pneumonia and Wind-Cold-Dampness Plague
